alt_allele	end_gene	end	start_gene	Segment_Mean	genes	Sample	start	chr	build	Num_Probes	start_exon	end_exon	ref_allele	Segment_Call
	RAB27A	55215000	TNFAIP8L3	0.117439	ARPP19,BCL2L10,CTD-2019H15.1,CTD-2184D3.1,CTD-2184D3.3,CTD-2184D3.5,CTD-2184D3.6,CTD-2184D3.7,CTD-2308G16.1,CTD-2650P22.1,CTD-2650P22.2,CYP19A1,DMXL2,GLDN,GNB5,KIAA1370,LEO1,LYSMD2,MAPK6,MIR1266,MIR4713,MIR7973-1,MIR7973-2,MYO5A,MYO5C,ONECUT1,RAB27A,RF00017,RF00019,RNU2-53P,RNU6-449P,RNU6-90P,RP11-108K3.1,RP11-108K3.2,RP11-108K3.3,RP11-108K3.4,RP11-108K3.5,RP11-209E8.1,RP11-209K10.2,RP11-23N2.1,RP11-23N2.4,RP11-313P18.1,RP11-313P18.2,RP11-316P21.1,RP11-390M11.1,RP11-394B5.2,RP11-430B1.1,RP11-430B1.2,RP11-519C12.1,RP11-547D13.1,RP11-548M13.1,RP11-56B16.1,RP11-56B16.2,RP11-56B16.4,RP11-56B16.5,RP11-56B16.6,RP11-643A5.1,RP11-643A5.2,RP11-643A5.3,RP11-707P17.1,RP11-707P17.2,RPSAP55,RSL24D1,SCG3,TMOD2,TMOD3,TNFAIP8L3,UNC13C,WDR72		51060001	chr15		3925	0-	5+		0
	RP11-566D24.2	56782000	RAB27A	0.220805	C15orf65,CCPG1,DYX1C1,DYX1C1-CCPG1,MIR628,MNS1,NEDD4,PIGB,PIGBOS1,PRTG,PYGO1,RAB27A,RF00019,RFX7,RN7SL568P,RNU6-1287P,RP11-1129I3.1,RP11-139H15.5,RP11-139H15.6,RP11-139H15.7,RP11-178D12.2,RP11-291H24.1,RP11-31H5.3,RP11-420M1.2,RP11-48G14.1,RP11-48G14.2,RP11-48G14.3,RP11-566D24.2,RP11-5N19.3,RP11-5N19.4,RP11-81G24.1,RP11-844G16.1,RP11-844G16.3,TEX9,ZNF280D		55215001	chr15		1444	4-	6+		+
	TCF12	57167000	RP11-566D24.2	-0.541129	RP11-31H5.1,RP11-31H5.2,RP11-323F24.3,RP11-323F24.4,RP11-323F24.5,RP11-566D24.2,TCF12		56782001	chr15		366	5-	5-		-
		58576000	TCF12	0.091409	ALDH1A2,AQP9,CGNL1,CTD-2330J20.1,CTD-2330J20.2,CTD-2515H24.1,CTD-2515H24.2,CTD-2515H24.3,CTD-2515H24.4,GCOM1,LIPC,MYZAP,POLR2M,RF01210,RNU6-844P,RP11-344A16.2,RP11-355N15.1,RP11-355N15.2,RP11-355N15.3,RP11-358M11.1,RP11-358M11.2,RP11-358M11.3,RP11-358M11.4,RP11-50C13.2,RP11-86K22.1,RP11-86K22.2,RP11-925D8.1,RP11-925D8.2,RP11-925D8.3,RP11-925D8.5,RP11-925D8.6,TCF12		57167001	chr15		1362	6+			0
		59732000		0.251299	AC025918.2,AC092755.4,ADAM10,BNIP2,CCNB2,FAM63B,FAM81A,GCNT3,GTF2A2,HSP90AB4P,LDHAL6B,MIR2116,MYO1E,RF00012,RF00019,RN7SKP95,RNA5SP396,RNF111,RNU4-80P,RNU6-212P,RP11-112N19.1,RP11-112N19.2,RP11-123C21.1,RP11-123C21.2,RP11-123C21.3,RP11-30K9.1,RP11-30K9.2,RP11-30K9.4,RP11-30K9.5,RP11-30K9.6,RP11-30K9.7,RP11-313H3.1,RP11-356M20.1,RP11-356M20.2,RP11-356M20.3,RP11-361D15.1,RP11-361D15.2,RP11-429D19.1,RP11-50C13.1,RP11-59H7.1,RP11-59H7.3,RP11-59H7.4,SLTM		58576001	chr15		1081				+
	CSNK1G1	64182000		0.096688	AC007950.1,AC007950.2,ANXA2,APH1B,C2CD4A,C2CD4B,CA12,CSNK1G1,CTD-2026J24.1,CTD-2501E16.1,CTD-2501E16.2,DAPK2,FAM96A,FBXL22,FOXB1,HERC1,ICE2,LACTB,MIR190A,MIR422A,MIR6085,MIR8067,PPIB,RAB8B,RF00017,RF00019,RF02271,RNA5SP397,RORA,RP11-1069G10.1,RP11-1069G10.2,RP11-111E14.1,RP11-111E14.2,RP11-162I7.1,RP11-162I7.2,RP11-16B9.1,RP11-1O10.1,RP11-219B17.1,RP11-219B17.2,RP11-219B17.3,RP11-244F12.1,RP11-244F12.2,RP11-244F12.3,RP11-259A24.1,RP11-265M18.2,RP11-299H22.1,RP11-299H22.3,RP11-299H22.4,RP11-299H22.5,RP11-299H22.6,RP11-299H22.7,RP11-317G6.1,RP11-321G12.1,RP11-39M21.1,RP11-39M21.2,RP11-435J9.1,RP11-435J9.2,RP11-507B12.1,RP11-507B12.2,RP11-554D20.1,RP11-554D20.2,RP11-568G20.1,RP11-568G20.2,RP11-625H11.1,RP11-625H11.2,RP11-643M14.1,RP11-643M14.3,RP11-69G7.1,RP11-745A24.1,RP11-745A24.2,RP11-745A24.3,RP11-82L7.1,RP11-82L7.3,RP11-82L7.4,RPS27L,SNX1,SNX22,TLN2,TPM1,USP3,VPS13C		59732001	chr15		4268		9+		0
	RP11-321F6.1	66639000	CSNK1G1	0.244072	AC069368.3,AC084854.4,AC100830.3,AC100830.4,AC100830.5,ANKDD1A,ATP5J2P6,CILP,CLPX,CSNK1G1,CTD-2017F17.1,CTD-2017F17.2,CTD-2116N17.1,CTD-3185P2.1,DENND4A,DIS3L,DPP8,HACD3,IGDCC3,IGDCC4,INTS14,KBTBD13,LCTL,MAP2K1,MEGF11,MIR1272,MIR4311,MIR4511,MIR4512,MTFMT,OAZ2,PARP16,PCLAF,PDCD7,PIF1,PLEKHO2,RAB11A,RASL12,RBPMS2,RF00019,RF00026,RF00554,RF01159,RNU5A-1,RNU5B-1,RNU6-19P,RNU6-549P,RNU6-686P,RP11-16E23.3,RP11-16E23.4,RP11-16E23.5,RP11-321F6.1,RP11-325L12.3,RP11-325L12.5,RP11-325L12.6,RP11-325L12.7,RP11-330L19.1,RP11-330L19.2,RP11-349G13.1,RP11-349G13.2,RP11-349G13.3,RP11-352G18.2,RP11-628M2.1,RP11-653J6.1,RP11-702L15.1,RP11-702L15.4,RPL35AP32,RPL4,RPL9P25,SCARNA14,SLC24A1,SLC51B,SNAPC5,SNORA24B,SNORD13E,SNORD16,SNORD18A,SNORD18B,SNORD18C,SPG21,TIPIN,TRIP4,UBAP1L,ZNF609,ZWILCH		64182001	chr15		1847	8-	0-		+
	THSD4	71581000	RP11-321F6.1	0.108853	AAGAB,AC011648.1,ANP32A,C15orf61,CALML4,CLN6,CORO2B,CT62,DRAIC,FEM1B,GLCE,HMGN2P46,IQCH,ITGA11,KIF23,KRT8P9,LARP6,LRRC49,MAP2K5,MIR4312,MIR629,NCRNA00277,NOX5,PAQR5,PIAS1,RF00012,RF00019,RNU6-1,RNU6-745P,RP11-1123I8.1,RP11-138H8.2,RP11-138H8.3,RP11-138H8.4,RP11-138H8.6,RP11-138H8.8,RP11-19J5.1,RP11-19J5.2,RP11-253M7.1,RP11-253M7.3,RP11-253M7.4,RP11-253M7.6,RP11-279F6.2,RP11-282M16.1,RP11-315D16.2,RP11-315D16.3,RP11-315D16.4,RP11-317N6.1,RP11-321F6.1,RP11-321F6.2,RP11-342M21.1,RP11-342M21.2,RP11-34F13.2,RP11-34F13.3,RP11-352D13.5,RP11-352D13.6,RP11-460N1.1,RP11-502I4.1,RP11-502I4.3,RP11-543G18.1,RP11-592N21.1,RP11-592N21.2,RP11-622C24.1,RP11-622C24.2,RP11-64K10.1,RP11-673C5.1,RP11-673C5.2,RP11-696L21.2,RP11-798K3.2,RP11-798K3.3,RP11-798K3.4,RP11-809H16.2,RP11-809H16.3,RP11-809H16.4,RP11-809H16.5,RP11-883G10.1,RP11-96C21.1,RP11-96C21.2,RPL29P30,RPL5P3,RPLP1,SALRNA2,SALRNA3,SKOR1,SMAD3,SMAD6,SPESP1,THAP10,THSD4,TLE3,UACA		66639001	chr15		4660	1+	6-		0
	RP11-307C19.2	77590000	THSD4	0.169081	ADPGK,ANP32BP1,ARID3B,ARIH1,BBS4,C15orf39,C15orf59,C15orf60,CCDC33,CD276,CELF6,CLK3,COMMD4,COX5A,CPLX3,CSK,CSPG4,CTD-2026K11.1,CTD-2026K11.2,CTD-2026K11.3,CTD-2026K11.4,CTD-2026K11.5,CTD-2026K11.6,CTD-2311M21.2,CTD-2311M21.3,CTD-2311M21.4,CTD-2311M21.5,CTD-2323K18.1,CTD-2323K18.2,CTD-2323K18.3,CTD-2524L6.3,CTD-2562G15.2,CTD-2562G15.3,CTD-3154N5.1,CTD-3154N5.2,CYP11A1,CYP1A1,CYP1A2,DNM1P33,DNM1P34,DNM1P35,EDC3,ETFA,FAM219B,FBXO22,FKBP1AP2,GOLGA6A,GOLGA6B,GOLGA6C,GOLGA6D,GRAMD2,HCN4,HEXA,HIGD2B,HMG20A,IMP3,ISL2,ISLR,ISLR2,KRT8P23,LMAN1L,LOXL1,MAN2C1,MIR3713,MIR4313,MIR4513,MIR630,MIR631,MIR6881,MIR6882,MPI,MRPS15P1,MYO9A,NEIL1,NEO1,NPTN,NPTN-IT1,NR2E3,NRG4,ODF3L1,PARP6,PEAK1,PKM,PML,PPCDC,PSTPIP1,PTPN9,RCN2,RF00017,RF00019,RF00591,RF00601,RN7SKP217,RN7SL278P,RN7SL319P,RN7SL327P,RN7SL429P,RN7SL489P,RN7SL510P,RN7SL853P,RNA5SP399,RNU2-65P,RP11-1006G14.1,RP11-1006G14.2,RP11-1006G14.3,RP11-1006G14.4,RP11-1006G14.5,RP11-1007O24.2,RP11-1007O24.3,RP11-1007O24.4,RP11-106M3.1,RP11-106M3.2,RP11-106M3.3,RP11-106M3.4,RP11-106M3.5,RP11-10O17.1,RP11-10O17.2,RP11-10O17.3,RP11-151H2.1,RP11-151H2.3,RP11-247C2.1,RP11-247C2.2,RP11-24D15.1,RP11-24M17.3,RP11-24M17.4,RP11-24M17.5,RP11-24M17.6,RP11-24M17.7,RP11-272D12.1,RP11-272D12.2,RP11-2I17.1,RP11-2I17.4,RP11-307C19.1,RP11-307C19.2,RP11-326L17.1,RP11-331H13.1,RP11-361M10.3,RP11-361M10.4,RP11-361M10.5,RP11-390D11.1,RP11-390D11.2,RP11-414J4.2,RP11-500C12.1,RP11-593F23.1,RP11-60L3.2,RP11-60L3.3,RP11-60L3.6,RP11-665J16.1,RP11-685G9.2,RP11-685G9.4,RP11-69H7.2,RP11-69H7.3,RP11-69H7.4,RP11-741G21.1,RP11-797A18.3,RP11-797A18.5,RP11-797A18.6,RP11-817O13.1,RP11-817O13.2,RP11-817O13.8,RP11-817O13.9,RP11-8P11.3,RP11-8P11.4,RP11-907B8.1,RP11-941F15.1,RP11-945A13.1,RP11-94P14.1,RPL13P4,RPL36AP45,RPP25,SCAMP2,SCAMP5,SCAPER,SEMA7A,SENP8,SIN3A,SNUPN,SNX33,STOML1,STRA6,TBC1D21,THSD4,TMEM202,TMEM266,TSPAN3,TYRO3P,UBE2Q2,UBL7,ULK3		71581001	chr15		5423	7+	2-		0
	RP11-152F13.10	82556000	RP11-307C19.2	0.100597	ACSBG1,ADAMTS7,ADAMTS7P1,AGPHD1,ANKRD34C,ARNT2,BCL2A1,CEMIP,CFAP161,CH17-66N5.1,CHRNA3,CHRNA5,CHRNB4,CIB2,CPEB1,CRABP1,CSPG4P10,CTD-2034I4.1,CTD-2034I4.2,CTD-2071N1.1,CTD-2071N1.2,CTD-2240J17.4,CTD-2240J17.5,CTD-2632K10.1,CTSH,DNAJA4,DNM1P38,EFL1,FAH,FAM108C1,FAM154B,GOLGA6L10,GOLGA6L17P,GOLGA6L9,IDH3A,IL16,IREB2,KIAA1024,LINGO1,MESDC1,MESDC2,MEX3B,MIR184,MIR4514,MIR549A,MIR5572,MORF4L1,MTHFS,PSMA4,RASGRF1,RF00017,RF00092,RN7SL214P,RNU1-77P,RNU6-380P,RNU6-415P,RNU6-667P,RP11-114H24.1,RP11-114H24.2,RP11-114H24.3,RP11-114H24.4,RP11-114H24.5,RP11-114H24.6,RP11-114H24.7,RP11-152F13.10,RP11-152F13.3,RP11-152F13.8,RP11-160C18.2,RP11-160C18.4,RP11-160C18.5,RP11-16K12.1,RP11-16K12.2,RP11-17L5.2,RP11-17L5.4,RP11-210M15.1,RP11-210M15.2,RP11-210M15.3,RP11-276M12.1,RP11-285A1.1,RP11-28H5.2,RP11-2E17.1,RP11-2E17.2,RP11-307C19.2,RP11-307C19.3,RP11-335K5.2,RP11-335K5.3,RP11-351M8.1,RP11-351M8.2,RP11-379H8.1,RP11-379K22.2,RP11-379K22.3,RP11-38G5.2,RP11-38G5.3,RP11-38G5.4,RP11-499F3.1,RP11-499F3.2,RP11-591L14.1,RP11-591L14.2,RP11-597K23.1,RP11-597K23.2,RP11-5O23.1,RP11-5O23.2,RP11-621H8.1,RP11-621H8.2,RP11-650L12.1,RP11-650L12.2,RP11-650L12.4,RP11-758M2.1,RP11-761I4.3,RP11-761I4.4,RP11-761I4.5,RP11-762H8.1,RP11-762H8.2,RP11-762H8.3,RP11-762H8.4,RP11-762H8.5,RP11-775C24.1,RP11-775C24.3,RP11-775C24.4,RP11-775C24.5,RP11-81A1.2,RP11-81A1.3,RP11-81A1.4,RP11-81A1.6,RP11-81A1.7,RP11-81A1.8,RP13-608F4.5,RPL18P11,RPL21P116,RPL9P9,RPS17,SH2D7,ST20,ST20-MTHFS,STARD5,TBC1D2B,TMC3,TMED3,UBE2Q2P2,UBE2Q2P6,WDR61,ZFAND6		77590001	chr15		4440	3+	2+		0
		85922000	RP11-152F13.10	0.193419	AC044860.1,AC048382.4,AC103965.1,AC105339.1,ADAMTSL3,AKAP13,ALPK3,AP3B2,BNC1,BTBD1,C15orf40,CPEB1,CSPG4P5,CTD-2071L7.1,CTD-2262B20.1,DNM1P51,FAM103A1,FSD2,GOLGA6L4,GOLGA6L5,HOMER2,KLHL25,MIR1276,MIR4515,MIR548AP,MIR7706,NMB,PDE8A,RF00017,RF00402,RN7SL331P,RN7SL417P,RN7SL428P,RNU6-1280P,RNU6-1339P,RNU6-231P,RNU6-339P,RNU6-401P,RNU6-796P,RNU7-79P,RP11-1006B19.1,RP11-152F13.10,RP11-158M2.2,RP11-158M2.3,RP11-158M2.4,RP11-158M2.5,RP11-158M2.6,RP11-182J1.10,RP11-182J1.11,RP11-182J1.12,RP11-182J1.13,RP11-182J1.14,RP11-182J1.15,RP11-182J1.16,RP11-182J1.18,RP11-182J1.3,RP11-182J1.5,RP11-182J1.9,RP11-245C17.2,RP11-245C17.5,RP11-255M6.1,RP11-342A23.1,RP11-342A23.2,RP11-379H8.1,RP11-382A20.1,RP11-382A20.2,RP11-382A20.3,RP11-382A20.4,RP11-382A20.5,RP11-382A20.6,RP11-382A20.7,RP11-561C5.1,RP11-561C5.2,RP11-561C5.3,RP11-561C5.4,RP11-561C5.5,RP11-561C5.7,RP11-671M22.4,RP11-671M22.5,RP11-671M22.6,RP11-752G15.10,RP11-752G15.3,RP11-752G15.4,RP11-752G15.6,RP11-752G15.7,RP11-752G15.8,RP11-752G15.9,RP11-7M10.2,RP11-815J21.1,RP11-815J21.2,RP11-815J21.3,RP11-815J21.4,RP11-90B9.2,RP11-90B9.3,RP13-262C2.3,RP13-262C2.4,SCAND2,SCARNA15,SEC11A,SH3GL3,SLC28A1,TM6SF1,UBE2Q2P1,WDR73,WHAMM,ZNF592,ZSCAN2		82560001	chr15		2662	0-			+
	RP11-429B14.1	89532000		0.111273	ABHD2,ACAN,AEN,AGBL1,CTD-2335A18.1,CTD-2335A18.2,DET1,FANCI,HAPLN3,HMGB1P8,ISG20,LINC00052,MFGE8,MIR1179,MIR3529,MIR6766,MIR7-2,MIR9-3,MRPL46,MRPS11,NTRK3,POLG,RF00284,RHCG,RLBP1,RNA5SP400,RNU6-185P,RNU7-195P,RP11-133L19.1,RP11-133L19.2,RP11-138H10.2,RP11-182L7.1,RP11-217B1.2,RP11-23A22.1,RP11-31E22.1,RP11-320A16.1,RP11-326A19.2,RP11-326A19.3,RP11-326A19.4,RP11-326A19.5,RP11-343B18.2,RP11-356B18.1,RP11-356B18.2,RP11-429B14.1,RP11-429B14.2,RP11-429B14.4,RP11-553E24.1,RP11-553E24.2,RP11-63A23.1,RP11-63A23.2,RP11-648K4.2,RP11-97O12.2,RP11-97O12.3,RP11-97O12.5,RP11-97O12.7		85922001	chr15		3453		0-		0
		91060000	RP11-429B14.1	0.273542	AC068831.10,AC068831.11,AC068831.12,AC068831.15,AC068831.16,AC068831.17,AC068831.18,AC068831.6,AC068831.8,AC091167.3,ANPEP,AP3S2,ARPIN,BLM,C15orf38-AP3S2,C15orf58,CIB1,CRTC3,CTD-2315E11.1,CTD-3065B20.1,CTD-3065B20.2,CTD-3065B20.3,CTD-3094K11.1,FES,FURIN,GABARAPL3,HDDC3,IDH2,IQGAP1,KIF7,MAN2A2,MESP1,MESP2,MIR3174,MIR5009,MIR5094,MRPL15P1,NGRN,PEX11A,PLIN1,PRC1,RCCD1,RF00019,RF00066,RF00093,RN7SL346P,RN7SL363P,RN7SL736P,RNU6-1111P,RNU6-132P,RNU7-111P,RP11-154B12.2,RP11-154B12.3,RP11-154B12.4,RP11-300G22.2,RP11-387D10.2,RP11-387D10.3,RP11-387D10.4,RP11-429B14.1,RP11-429B14.3,RP11-493E3.1,RP11-493E3.2,RP11-493E3.3,RP11-617F23.1,RP11-617F23.2,RP11-697E2.10,RP11-697E2.11,RP11-697E2.12,RP11-697E2.13,RP11-697E2.6,RP11-697E2.7,RP11-697E2.9,RPL36AP43,RPS12P26,SEMA4B,TICRR,TTLL13,UNC45A,VPS33B,WDR93,ZNF710,ZNF774		89532001	chr15		1386	1+			+
	WASH3P	101968000		0.128935	AC013394.2,AC022819.2,AC022819.3,AC090985.2,AC140725.4,AC140725.7,AC144835.1,ADAMTS17,ALDH1A3,ARRDC4,ASB7,CERS3,CHD2,CHSY1,CTD-2027G2.1,CTD-2054N24.1,CTD-2054N24.2,CTD-2147F2.1,CTD-2147F2.2,CTD-2298D17.1,CTD-2313J17.1,CTD-2313J17.3,CTD-2313J17.4,CTD-2313J17.5,CTD-2313J17.6,CTD-2313J17.7,CTD-2343P13.1,CTD-2536I1.1,CTD-2536I1.2,CTD-2536I1.3,CTD-2544M6.1,CTD-2544M6.2,CTD-2576F9.2,CTD-2611K5.1,CTD-2611K5.5,CTD-2611K5.6,CTD-2643K12.1,CTD-2643K12.2,CTD-2643K12.3,CTD-3049M7.1,CTD-3076O17.1,CTD-3076O17.2,DNM1P46,DUXAP6,FAM138E,FAM169B,FAM174B,HSP90B2P,IGF1R,LINC00923,LINS1,LRRC28,LRRK1,LYSMD4,MCTP2,MEF2A,MIR1302-10,MIR1469,MIR3175,MIR4714,NPM1P5,NR2F2,OR4F13P,OR4F14P,OR4F15,OR4F28P,OR4F4,OR4F6,OR4G2P,OR4G6P,PCSK6,PCSK6-AS1,PGPEP1L,PRKXP1,RF00017,RF00019,RF00026,RF01233,RGMA,RN7SKP181,RN7SKP254,RN7SL209P,RN7SL484P,RN7SL677P,RNA5SP401,RNA5SP402,RNU2-3P,RNU6-1186P,RNU6-181P,RNU6-322P,RNU6-807P,RP11-143C19.1,RP11-14C10.1,RP11-14C10.2,RP11-14C10.3,RP11-14C10.4,RP11-14C10.5,RP11-14C10.6,RP11-152L20.3,RP11-164C12.1,RP11-164C12.2,RP11-167B3.1,RP11-167B3.2,RP11-167B3.3,RP11-168G16.1,RP11-168G16.2,RP11-183E24.1,RP11-183E24.2,RP11-192M23.1,RP11-20G13.1,RP11-20G13.2,RP11-20G13.3,RP11-20G13.4,RP11-20G13.5,RP11-236L14.1,RP11-236L14.2,RP11-24J19.1,RP11-255M2.1,RP11-255M2.2,RP11-255M2.3,RP11-262A16.1,RP11-266O8.1,RP11-299G20.2,RP11-299G20.5,RP11-304N14.2,RP11-315L6.1,RP11-326A13.1,RP11-326A13.2,RP11-326A13.3,RP11-327J17.1,RP11-327J17.2,RP11-327J17.3,RP11-327J17.7,RP11-327J17.8,RP11-327J17.9,RP11-354B3.1,RP11-35O15.1,RP11-35O15.2,RP11-368J22.2,RP11-386M24.1,RP11-386M24.10,RP11-386M24.2,RP11-386M24.3,RP11-386M24.4,RP11-386M24.5,RP11-386M24.6,RP11-386M24.8,RP11-386M24.9,RP11-398J10.1,RP11-398J10.2,RP11-424I19.1,RP11-424I19.2,RP11-437B10.1,RP11-452K20.1,RP11-461F11.2,RP11-461F11.3,RP11-505E24.2,RP11-505E24.3,RP11-522B15.1,RP11-522B15.2,RP11-522B15.3,RP11-522B15.4,RP11-522B15.5,RP11-522B15.6,RP11-522B15.7,RP11-526I2.1,RP11-526I2.5,RP11-57P19.1,RP11-616M17.1,RP11-61O11.1,RP11-654A16.1,RP11-654A16.3,RP11-661P17.1,RP11-66B24.1,RP11-66B24.2,RP11-66B24.3,RP11-66B24.4,RP11-66B24.5,RP11-66B24.7,RP11-66B24.8,RP11-66B24.9,RP11-692C24.1,RP11-692C24.2,RP11-692C24.3,RP11-6O2.2,RP11-6O2.3,RP11-6O2.4,RP11-719C20.1,RP11-739G5.1,RP11-753A21.1,RP11-753A21.2,RP11-759A24.1,RP11-759A24.2,RP11-759A24.3,RP11-763K15.1,RP11-763K15.2,RP11-76E17.1,RP11-76E17.2,RP11-76E17.3,RP11-76E17.4,RP11-76I7.1,RP11-89K11.1,RP11-90E5.1,RPL7P5,SLCO3A1,SNRPA1,SPATA8,ST8SIA2,SV2B,SYNM,TARSL2,TM2D3,TTC23,VIMP,WASH3P		91060001	chr15		10273		0-		0
		2833000	WASH4P	0.141805	ABCA17P,ABCA3,AC004754.3,AC005363.11,AC005363.9,AC005606.14,AC005606.15,AC141586.5,AL022341.3,AL031705.1,AMDHD2,ARHGDIG,ATP6V0C,AXIN1,BAIAP3,BRICD5,C16orf13,C16orf59,C16orf91,C1QTNF8,CACNA1H,CAPN15,CASKIN1,CCDC154,CCDC78,CCNF,CEMP1,CHTF18,CLCN7,CRAMP1,CTD-2270P14.1,CTD-2270P14.2,CTD-2270P14.3,CTD-2270P14.5,CTD-3126B10.1,CTD-3126B10.2,CTD-3126B10.4,CTD-3126B10.5,DECR2,DNASE1L2,E4F1,ECI1,ELOB,EME2,FAHD1,FAM173A,FAM195A,FAM234A,FBXL16,GFER,GNG13,GNPTG,HAGH,HAGHL,HBA1,HBA2,HBM,HBQ1,HBZ,HN1L,HS3ST6,IFT140,IGFALS,JMJD8,KCTD5,LA16c-306A4.1,LA16c-306A4.2,LA16c-312E8.2,LA16c-312E8.4,LA16c-312E8.5,LA16c-313D11.12,LA16c-313D11.13,LA16c-313D11.9,LA16c-313F4.1,LA16c-316G12.2,LA16c-329F2.1,LA16c-329F2.2,LA16c-335H7.2,LA16c-349E10.1,LA16c-349E11.1,LA16c-352F10.1,LA16c-358B7.2,LA16c-358B7.3,LA16c-358B7.4,LA16c-359F1.1,LA16c-360A4.1,LA16c-361A3.3,LA16c-366D1.3,LA16c-366D3.1,LA16c-380A1.1,LA16c-380A1.2,LA16c-380F5.1,LA16c-380F5.3,LA16c-381G6.1,LA16c-385E7.1,LA16c-390E6.3,LA16c-390E6.4,LA16c-390E6.5,LA16c-395F10.1,LA16c-395F10.2,LA16c-407A10.3,LA16c-425C2.1,LA16c-429E7.1,LA16c-431H6.6,LA16c-431H6.7,LA16c-OS12.2,LINC00235,LINC00254,LMF1,LUC7L,MAPK8IP3,MEIOB,METRN,MIR1225,MIR3176,MIR3177,MIR3178,MIR3180-5,MIR3677,MIR4516,MIR4717,MIR5587,MIR6511B1,MIR662,MIR6767,MIR6768,MIR6859-4,MIR940,MLST8,MPG,MRPL28,MRPS34,MSLN,MSLNL,MSRB1,NARFL,NDUFB10,NHLRC4,NME3,NME4,NOXO1,NPRL3,NPW,NTHL1,NTN3,NUBP2,PDIA2,PDPK1,PDPK2P,PGP,PIGQ,PKD1,POLR3K,PRR25,PRR35,PRSS21,PRSS27,PRSS29P,PRSS33,PRSS41,PTX4,RAB11FIP3,RAB26,RAB40C,RF00019,RF00345,RGS11,RHBDF1,RHBDL1,RHOT2,RN7SL219P,RNF151,RNPS1,RP1-196A12.1,RP11-161M6.2,RP11-161M6.3,RP11-161M6.4,RP11-161M6.5,RP11-161M6.6,RP11-20I23.1,RP11-20I23.10,RP11-20I23.11,RP11-20I23.13,RP11-20I23.2,RP11-20I23.3,RP11-20I23.5,RP11-20I23.6,RP11-20I23.7,RP11-20I23.8,RP11-304L19.1,RP11-304L19.11,RP11-304L19.12,RP11-304L19.13,RP11-304L19.2,RP11-304L19.3,RP11-304L19.4,RP11-304L19.5,RP11-304L19.8,RP11-616M22.1,RP11-616M22.10,RP11-616M22.11,RP11-616M22.12,RP11-616M22.2,RP11-616M22.3,RP11-616M22.5,RP11-616M22.6,RP11-616M22.7,RP11-616M22.9,RP11-715J22.1,RP11-715J22.2,RP11-715J22.3,RP11-715J22.4,RP11-715J22.6,RPL3L,RPS2,RPUSD1,SLC9A3R2,SNHG9,SNORA10,SNORA3C,SNORA64,SNORA78,SNORD60,SNRNP25,SOX8,SPSB3,SRRM2,SSTR5,STUB1,SYNGR3,TBC1D24,TBL3,TELO2,TMEM204,TMEM8A,TPSAB1,TPSB2,TPSD1,TPSG1,TRAF7,TSC2,TSR3,UBE2I,UNKL,WASH4P,WDR24,WDR90,WFIKKN1,XX-DJ76P10__A.2,Z69666.2,Z69720.2,Z69720.3,Z69890.1,Z84721.2,Z84721.4,Z84723.1,Z84723.2,Z84812.4,Z97634.3,ZG16B,ZNF598		17001	chr16		2300	3-			0
	ALG1	5082000		0.255918	AC005356.1,AC025283.2,ADCY9,AJ003147.11,AJ003147.8,AJ003147.9,ALG1,ANKS3,C16orf71,C16orf89,C16orf90,C16orf96,CASP16P,CCDC64B,CDIP1,CLDN6,CLDN9,CLUAP1,CORO7,CORO7-PAM16,CREBBP,DNAJA3,DNASE1,FLYWCH1,FLYWCH2,GLIS2,GLYR1,HCFC1R1,HMOX2,IL32,KREMEN2,LA16c-306E5.1,LA16c-306E5.2,LA16c-306E5.3,LA16c-321D4.1,LA16c-321D4.2,LA16c-325D7.1,LA16c-325D7.2,LA16c-360H6.1,LA16c-360H6.2,LA16c-360H6.3,LA16c-380H5.1,LA16c-380H5.2,LA16c-380H5.3,LA16c-380H5.5,LA16c-380H5.6,LA16c-390H2.1,LA16c-390H2.4,LINC00921,MEFV,MGRN1,MIR6126,MIR6769A,MMP25,MTRNR2L4,NAA60,NAGPA,NLRC3,NMRAL1,NUDT16L1,OR1F1,OR1F2P,OR2C1,PAM16,PAQR4,PKMYT1,PPL,PRSS22,PRSS30P,RF00017,RN7SL850P,RNU1-125P,RNU1-22P,ROGDI,RP11-10K17.3,RP11-127I20.5,RP11-127I20.7,RP11-127I20.8,RP11-165E7.1,RP11-295D4.1,RP11-295D4.3,RP11-295D4.4,RP11-295D4.5,RP11-295D4.7,RP11-433P17.1,RP11-433P17.2,RP11-433P17.3,RP11-461A8.1,RP11-461A8.4,RP11-461A8.5,RP11-462G12.1,RP11-462G12.2,RP11-462G12.4,RP11-473M20.11,RP11-473M20.14,RP11-473M20.16,RP11-473M20.5,RP11-473M20.7,RP11-473M20.9,RP11-709D24.4,RP11-709D24.5,RP11-709D24.6,RP11-709D24.8,RP11-95J11.1,RP11-95P2.1,RP11-95P2.3,RP11-95P2.4,SEC14L5,SEPT12,SLX4,SMIM22,SRL,TFAP4,THOC6,TIGD7,TNFRSF12A,TRAP1,UBALD1,UBN1,VASN,ZNF174,ZNF200,ZNF205,ZNF213,ZNF263,ZNF500,ZNF597,ZNF75A,ZSCAN10,ZSCAN32		2835001	chr16		1850		10-		+
